0,50
1,42
2,42
3,44
4,41
5,41
6,41
7,41
8,42
9,46
10,40
11,40
12,41
13,40
14,40
15,40
16,39
17,40
18,39
19,39
20,38
21,38
22,39
23,38
24,37
25,37
26,37
27,37
28,38
29,36
30,36
31,37
32,35
33,35
34,35
35,36
36,35
37,34
38,34
39,35
40,33
41,33
42,33
43,32
44,32
45,33
46,32
47,32
48,31
49,31
50,31
51,31
52,30
53,30
54,30
55,30
56,30
57,31
58,30
59,29
60,29
61,29
62,29
63,28
64,28
65,28
66,27
67,27
68,26
69,26
70,26
71,26
72,26
73,25
74,25
75,25
76,24
77,24
78,24
79,24
80,24
81,23
82,23
83,23
84,23
85,22
86,22
87,22
88,22
89,22
90,22
91,22
92,21
93,21
94,21
95,21
96,21
97,21
98,20
99,20
100,20
101,19
102,19
103,19
104,19
105,19
106,18
107,19
108,18
109,18
110,17
111,17
112,17
113,16
114,16
115,16
116,16
117,16
118,16
119,16
120,15
121,15
122,15
123,15
124,15
125,14
126,14
127,14
128,14
129,14
130,13
131,13
132,13
133,13
134,12
135,12
136,11
137,11
138,11
139,11
140,10
141,10
142,10
143,10
144,9
145,9
146,9
147,9
148,9
149,9
150,41
151,41
152,41
153,41
154,42
155,41
156,42
157,41
158,40
159,41
160,42
161,41
162,40
163,40
164,40
165,47
166,39
167,39
168,40
169,39
170,39
171,39
172,38
173,38
174,39
175,37
176,37
177,37
178,37
179,37
180,37
181,36
182,36
183,36
184,36
185,37
186,36
187,36
188,36
189,35
190,36
191,36
192,35
193,35
194,35
195,34
196,35
197,35
198,34
199,33
200,33
201,33
202,33
203,32
204,32
205,32
206,32
207,32
208,32
209,31
210,31
211,31
212,31
213,30
214,31
215,30
216,30
217,30
218,29
219,29
220,29
221,29
222,29
223,28
224,28
225,28
226,28
227,28
228,28
229,27
230,27
231,27
232,27
233,27
234,27
235,27
236,26
237,25
238,25
239,25
240,25
241,25
242,25
243,25
244,25
245,24
246,24
247,23
248,23
249,23
250,24
251,24
252,23
253,22
254,22
255,22
256,22
257,21
258,21
259,22
260,21
261,21
262,20
263,20
264,20
265,20
266,20
267,20
268,20
269,20
270,20
271,20
272,19
273,19
274,19
275,19
276,19
277,19
278,19
279,19
280,18
281,18
282,18
283,18
284,18
285,18
286,18
287,18
288,18
289,18
290,18
291,18
292,17
293,17
294,17
295,17
296,16
297,16
298,16
299,16
300,13
301,13
302,13
303,13
304,13
305,13
306,13
307,12
308,13
309,12
310,12
311,13
312,12
313,13
314,13
315,13
316,13
317,12
318,12
319,12
320,12
321,12
322,12
323,12
324,12
325,12
326,12
327,12
328,12
329,12
330,12
331,12
332,12
333,12
334,12
335,12
336,12
337,12
338,12
339,12
340,12
341,12
342,12
343,12
344,12
345,12
346,12
347,12
348,12
349,12
350,12
351,12
352,12
353,12
354,12
355,12
356,12
357,12
358,12
359,12
360,11
361,12
362,13
363,12
364,12
365,11
366,12
367,12
368,11
369,11
370,11
371,11
372,11
373,11
374,11
375,11
376,11
377,11
378,11
379,11
380,11
381,11
382,11
383,11
384,11
385,11
386,11
387,11
388,11
389,11
390,11
391,11
392,11
393,11
394,11
395,11
396,11
397,11
398,11
399,11
400,11
401,11
402,11
403,11
404,11
405,11
406,11
407,11
408,11
409,11
410,11
411,11
412,11
413,11
414,11
415,11
416,10
417,11
418,11
419,11
420,11
421,11
422,11
423,10
424,10
425,10
426,10
427,10
428,10
429,10
430,10
431,11
432,10
433,10
434,10
435,10
436,10
437,11
438,10
439,10
440,10
441,10
442,10
443,10
444,10
445,10
446,10
447,10
448,10
449,10
450,10
451,10
452,10
453,10
454,10
455,10
456,10
457,10
458,10
459,10
460,10
461,10
462,11
463,10
464,10
465,10
466,10
467,11
468,10
469,10
470,10
471,10
472,10
473,10
474,10
475,9
476,10
477,10
478,9
479,10
480,9
481,9
482,9
483,9
484,9
485,9
486,10
487,10
488,10
489,10
490,10
491,9
492,9
493,9
494,9
495,9
496,9
497,9
498,9
499,9
500,9
501,9
502,9
503,9
504,9
505,9
506,9
507,9
508,9
509,9
510,9
511,9
512,9
513,9
514,9
515,9
516,9
517,9
518,9
519,9
520,9
521,9
522,9
523,9
524,9
525,9
526,9
527,9
528,9
529,9
530,9
531,9
532,9
533,9
534,8
535,8
536,8
537,9
538,9
539,8
540,9
541,9
542,9
543,9
544,9
545,9
546,9
547,9
548,9
549,9
550,9
551,8
552,8
553,9
554,9
555,9
556,9
557,9
558,9
559,9
560,9
561,9
562,8
563,8
564,8
565,8
566,8
567,8
568,8
569,8
570,8
571,8
572,8
573,8
574,8
575,8
576,8
577,8
578,8
579,8
580,8
581,8
582,8
583,8
584,8
585,8
586,8
587,8
588,8
589,8
590,8
591,8
592,8
593,8
594,8
595,13
596,14
597,13
598,13
599,13
600,13
