0,90981
1,64710
2,60138
3,58365
4,59111
5,73415
6,58041
7,58729
8,60044
9,59050
10,63016
11,60728
12,63208
13,61878
14,58437
15,66432
16,63023
17,63214
18,64860
19,62746
20,62920
21,64353
22,62695
23,62798
24,63933
25,62804
26,59852
27,57708
28,58116
29,57422
30,57695
31,58296
32,60629
33,57603
34,58223
35,96486
36,84271
37,63383
38,62630
39,62628
40,63651
41,62783
42,62742
43,63429
44,63424
45,63105
46,63830
47,63343
48,63665
49,63385
50,63170
51,62465
52,62800
53,63628
54,62493
55,63373
56,64147
57,63154
58,63103
59,66245
60,63816
61,63671
62,66887
63,63790
64,63266
65,64569
66,63737
67,63103
68,64175
69,63117
70,62298
71,63289
72,63109
73,62747
74,63288
75,58498
76,57748
77,57708
78,58505
79,57175
80,57110
81,58291
82,57956
83,57294
84,57210
85,58305
86,57211
87,57727
88,57919
89,58085
90,57606
91,57592
92,58503
93,57721
94,57751
95,58312
96,58427
97,58521
98,58140
99,58827
100,58409
101,58039
102,58492
103,58697
104,57812
105,57914
106,59014
107,57794
108,59096
109,59864
110,59492
111,57928
112,58103
113,58387
114,57615
115,57351
116,58642
117,58139
118,58599
119,59408
120,61730
121,59745
122,58547
123,59048
124,58121
125,57999
126,59640
127,58605
128,57878
129,58061
130,64345
131,60308
132,58457
133,58832
134,57090
135,57290
136,58220
137,59678
138,57969
139,58233
140,58943
141,57756
142,57967
143,60059
144,58097
145,59601
146,58746
147,59417
148,57976
149,57443
150,59072
151,58272
152,58664
153,59129
154,59252
155,58447
156,58640
157,61641
158,57780
159,58617
160,58922
161,58170
162,57697
163,57117
164,58442
165,58276
166,58131
167,58490
168,58720
169,57862
170,57914
171,58689
172,58119
173,57628
174,58565
175,58259
176,58221
177,57949
178,58134
179,57265
180,56979
181,57219
182,57935
183,57163
184,56917
185,58199
186,57408
187,57634
188,57928
189,58190
190,58082
191,57613
192,58532
193,58109
194,57404
195,58066
196,58113
197,58368
198,57328
199,57800
200,57036
201,57253
202,58506
203,57431
204,57123
205,57152
206,59152
207,99405
208,105270
209,85350
210,58164
211,58359
212,58256
213,58366
214,59561
215,58603
216,57053
217,56876
218,58533
219,57416
220,57140
221,57790
222,58219
223,58385
224,58019
225,58778
226,57522
227,57178
228,57086
229,62696
230,58068
231,57360
232,58257
233,58205
234,58054
235,57545
236,59082
237,57393
238,57281
239,58438
240,57483
241,57542
242,58096
243,57660
244,57583
245,57895
246,58720
247,57747
248,57429
249,58594
250,57562
251,57017
252,56863
253,60241
254,58672
255,56897
256,58092
257,57506
258,57606
259,58606
260,58351
261,57951
262,57824
263,58594
264,57901
265,57258
266,57728
267,58269
268,57648
269,57723
270,58596
271,57272
272,57303
273,57595
274,57958
275,57356
276,57246
277,58654
278,57338
279,57354
280,57904
281,58370
282,57492
283,57445
284,58475
285,57865
286,58143
287,58036
288,57713
289,69928
290,76391
291,75884
292,61237
293,57268
294,58457
295,57580
296,57257
297,58323
298,57872
299,56894
300,56949
301,57528
302,56916
303,56641
304,58449
305,57487
306,56856
307,57512
308,57688
309,58216
310,57686
311,58541
312,57402
313,64312
314,75794
315,75553
316,75935
317,75934
318,75399
319,75581
320,57696
321,57478
322,56929
323,57604
324,57168
325,57009
326,58736
327,57917
328,57138
329,57751
330,58873
331,58068
332,57296
333,58525
334,57331
335,57382
336,57298
337,58148
338,56892
339,57619
340,59098
341,57689
342,57922
343,57505
344,57695
345,57666
346,57559
347,58454
348,59479
349,57609
350,57835
351,61446
352,58520
353,58046
354,59080
355,57676
356,58528
357,58744
358,58155
359,57749
360,57941
361,60653
362,57705
363,56986
364,57771
365,57474
366,56992
367,57095
368,57490
369,57608
370,57256
371,59070
372,57505
373,57018
374,57176
375,58248
376,57452
377,57376
378,58492
379,58268
380,57771
381,59716
382,58954
383,57308
384,57170
385,57936
386,57332
387,58064
388,58208
389,58095
390,56911
391,57376
392,61341
393,75496
394,60922
395,57888
396,57850
397,57080
398,58039
399,57894
400,57573
401,57808
402,58252
403,57922
404,57619
405,57774
406,58207
407,58420
408,57524
409,59680
410,57479
411,57606
412,58200
413,57407
414,57443
415,56676
416,57512
417,56753
418,56799
419,57735
420,56994
421,57432
422,57036
423,60453
424,57366
425,57500
426,57657
427,58312
428,57735
429,57474
430,58373
431,57699
432,58067
433,57561
434,60501
435,57825
436,57992
437,59029
438,57212
439,57831
440,63765
441,63123
442,62742
443,63044
444,63532
445,62973
446,62956
447,64371
448,63812
449,63639
450,64708
451,63091
452,62809
453,63710
454,62619
455,62377
456,65133
457,63517
458,62950
459,63991
460,62914
461,64598
462,63297
463,64625
464,62539
465,62706
466,64078
467,62941
468,62599
469,64176
470,62625
471,62431
472,63217
473,62837
474,63241
475,63751
476,62746
477,62793
478,63029
479,64310
480,62418
481,62516
482,64165
483,62693
484,62695
485,63309
486,62724
487,62883
488,63220
489,62723
490,62967
491,62802
492,64581
493,63992
494,62891
495,64374
496,63146
497,63639
498,65096
499,64758
500,64773
501,63814
502,62763
503,63142
504,63503
505,62736
506,64517
507,64858
508,63281
509,62935
510,63247
511,63400
512,62493
513,63667
514,65611
515,63224
516,62788
517,64847
518,62730
519,62570
520,63168
521,62519
522,62412
523,63498
524,63245
525,61923
526,62552
527,62363
528,62631
529,62560
530,63534
531,62742
532,62992
533,63107
534,62840
535,62667
536,63767
537,62830
538,62701
539,64741
540,63026
541,61999
542,62363
543,62293
544,62187
545,62397
546,63493
547,63516
548,62694
549,62994
550,62818
551,62879
552,63174
553,63898
554,63525
555,64417
556,64054
557,63013
558,64550
559,62481
560,62564
561,63665
562,63466
563,62848
564,63234
565,64318
566,63122
567,63061
568,63364
569,62759
570,62719
571,63577
572,63044
573,63322
574,63424
575,62903
576,62725
577,63591
578,62636
579,62564
580,63192
581,62821
582,62446
583,62666
584,64307
585,62689
586,62308
587,64396
588,63659
589,62777
590,63394
591,62712
592,62370
593,63933
594,62506
595,62212
596,62272
597,63781
598,63067
599,63253
600,64626
