0,27956
1,27956
2,27871
3,28218
4,27814
5,2795
6,27878
7,27929
8,28078
9,28192
10,28262
11,27651
12,27594
13,27562
14,27928
15,27725
16,27557
17,28567
18,32457
19,28519
20,29095
21,28782
22,28977
23,28767
24,30334
25,28083
26,27782
27,27879
28,27909
29,28452
30,28758
31,29934
32,28918
33,28608
34,27665
35,27711
36,27758
37,27938
38,28433
39,27799
40,28016
41,27895
42,30442
43,28255
44,28542
45,28725
46,27884
47,27752
48,27723
49,27596
50,2757
51,27574
52,28559
53,27579
54,27661
55,27652
56,27674
57,2766
58,27638
59,29051
60,27853
61,27584
62,27623
63,27685
64,27585
65,27538
66,28493
67,27663
68,29431
69,31382
70,31264
71,31212
72,31404
73,31814
74,31248
75,31261
76,31362
77,31361
78,31425
79,32077
80,31474
81,28742
82,27545
83,27605
84,27579
85,27837
86,28272
87,27698
88,27513
89,27501
90,27519
91,2747
92,27618
93,28797
94,27496
95,27495
96,27556
97,27512
98,27569
99,27565
100,27912
101,27617
102,27749
103,27811
104,27937
105,27822
106,27791
107,27812
108,28094
109,27769
110,27797
111,27766
112,27761
113,27786
114,2783
115,28605
116,27805
117,27851
118,27861
119,27761
120,28246
121,31547
122,31766
123,3137
124,31389
125,31297
126,31253
127,31427
128,31571
129,31348
130,31223
131,31449
132,33621
133,32368
134,2976
135,28334
136,27897
137,27916
138,28061
139,27911
140,28028
141,28503
142,2777
143,27584
144,27537
145,27615
146,27527
147,2754
148,27611
149,27599
150,27793
151,27582
152,27662
153,27642
154,27652
155,27938
156,27629
157,27627
158,27606
159,27655
160,27554
161,27622
162,27642
163,27928
164,27508
165,27607
166,27581
167,27526
168,27569
169,27591
170,29751
171,31472
172,31372
173,31332
174,31349
175,31491
176,27981
177,2763
178,27607
179,27556
180,27524
181,27524
182,27596
183,27677
184,2755
185,27546
186,27723
187,27567
188,27539
189,27623
190,27674
191,27685
192,27554
193,27524
194,27563
195,27628
196,27708
197,27842
198,27652
199,27481
200,27515
201,27451
202,27829
203,27833
204,2773
205,31233
206,31327
207,31224
208,31341
209,31309
210,31265
211,31785
212,3189
213,31413
214,31327
215,31332
216,31299
217,3131
218,31432
219,28005
220,27739
221,27876
222,27728
223,27794
224,27882
